ACARA_ID,School_Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent_School ID,AGE_ID,Latitude,Longitude
48096,A B Paterson College,Arundel,QLD,4214,Combined,Non-Gov,Open,Major Cities,48096,53495,-27.9277,153.36
44003,A.G.B.U. Alexander Primary School,Duffys Forest,NSW,2084,Primary,Non-Gov,Open,Major Cities,44003,53399,-33.67679,151.18715
44370,Abbotsford Primary School,Abbotsford,VIC,3067,Primary,Gov,Open,Major Cities,44370,48050,-37.8091,144.999
40987,Abbotsford Public School,Abbotsford,NSW,2046,Primary,Gov,Open,Major Cities,40987,44402,-33.8527,151.131
43762,Abbotsleigh,Wahroonga,NSW,2076,Combined,Non-Gov,Open,Major Cities,43762,41302,-33.7199,151.111
52056,Abbotsleigh Junior School,Wahroonga,NSW,2076,Primary,Non-Gov,Open,Major Cities,43762,,-33.7162,151.113
46801,Abercorn State School,Abercorn,QLD,4627,Primary,Gov,Open,Outer Regional,46801,52692,-25.136,151.127
41852,Aberdeen Public School,Aberdeen,NSW,2336,Primary,Gov,Open,Inner Regional,41852,49333,-32.1661,150.888
44727,Aberfeldie Primary School,Essendon,VIC,3040,Primary,Gov,Open,Major Cities,44727,44744,-37.7566,144.896
49360,Aberfoyle Hub Primary School,Aberfoyle Park,SA,5159,Primary,Gov,Open,Major Cities,49360,62782,-35.0781,138.595
49663,Aberfoyle Park High School,Aberfoyle Park,SA,5159,Secondary,Gov,Open,Major Cities,49663,57389,-35.0732,138.595
47089,Abergowrie State School,Abergowrie,QLD,4850,Primary,Gov,Open,Remote,47089,53072,-18.4748,145.884
41853,Abermain Public School,Abermain,NSW,2326,Primary,Gov,Open,Major Cities,41853,49299,-32.8089,151.426
48059,Aboriginal & Islander Independent Community School,Acacia Ridge,QLD,4110,Combined,Non-Gov,Open,Major Cities,48059,45894,-27.5812,153.026
50072,Acacia Hill School,Sadadeen,NT,871,Special,Gov,Open,Remote,50072,56524,-23.7007,133.898
46412,Acacia Ridge State School,Acacia Ridge,QLD,4110,Primary,Gov,Open,Major Cities,46412,51264,-27.5796,153.016
45704,Academy of Mary Immaculate,Fitzroy,VIC,3065,Secondary,Non-Gov,Open,Major Cities,45704,40739,-37.8037,144.974
48264,Adam Road Primary School,South Bunbury,WA,6230,Primary,Gov,Open,Inner Regional,48264,52443,-33.3593,115.634
42715,Adaminaby Public School,Adaminaby,NSW,2629,Primary,Gov,Open,Outer Regional,42715,50425,-35.9933,148.777
41854,Adamstown Public School,Adamstown,NSW,2289,Primary,Gov,Open,Major Cities,41854,49043,-32.9322,151.731
46213,Adass Israel School,Elsternwick,VIC,3185,Combined,Non-Gov,Open,Major Cities,46213,40740,-37.8839,145.008
52146,Adass Israel School - Glen Eira Road Campus,Elsternwick,VIC,3185,Combined,Non-Gov,Open,Major Cities,46213,,-37.8769,144.998
46214,Adass Israel School - Orrong Road Campus,Elsternwick,VIC,3185,Combined,Non-Gov,Open,Major Cities,46213,77561,-37.8835,145.006
52576,Adelaide Botanic High School,Adelaide,SA,5000,Secondary,Gov,Open,Major Cities,52576,86089,-34.91691,138.60659
49559,Adelaide East Education Centre,Campbelltown,SA,5074,Special,Gov,Open,Major Cities,49559,56481,-34.873,138.673
49453,Adelaide High School,Adelaide,SA,5000,Secondary,Gov,Open,Major Cities,49453,46053,-34.9257,138.587
52254,Adelaide International School,Adelaide,SA,5000,Secondary,Non-Gov,Open,Major Cities,52254,,-34.923,138.604
49340,Adelaide North Special School,Munno Para West,SA,5115,Special,Gov,Open,Major Cities,49340,54717,-34.6636,138.68494
50073,Adelaide River School,Adelaide River,NT,846,Combined,Gov,Open,Remote,50073,47937,-13.2371,131.109
49664,Adelaide Secondary School of English,West Croydon,SA,5008,Secondary,Gov,Open,Major Cities,49664,56470,-34.8864,138.566
49643,Adelaide West Special Education Centre,Taperoo,SA,5017,Special,Gov,Open,Major Cities,49643,69047,-34.8012,138.494
42530,Adelong Public School,Adelong,NSW,2729,Primary,Gov,Open,Inner Regional,42530,50667,-35.3123,148.063
52378,Advance College of Education Incorporated,Rosebud West,VIC,3940,Special,Non-Gov,Open,Major Cities,52378,70348,-38.3827,144.885
52379,Advance College of Education Incorporated - Hastings Hub,Hastings,VIC,3915,Special,Non-Gov,Open,Major Cities,52378,77721,-38.2973,145.185
52430,Advance College of Education Incorporated - Mornington Campus,Mornington,VIC,3931,Special,Non-Gov,Open,Major Cities,52378,80102,-38.2329,145.036
43780,Aetaomah School,Terragon,NSW,2484,Combined,Non-Gov,Open,Inner Regional,43780,55898,-28.4591,153.27
42326,Afterlee Public School,Afterlee,NSW,2474,Primary,Gov,Open,Inner Regional,42326,49750,-28.5823,152.818
47391,Agnes Water State School,Agnes Water,QLD,4677,Primary,Gov,Open,Outer Regional,47391,54448,-24.214,151.911
44886,Ainslie Parklands Primary School,Croydon,VIC,3136,Primary,Gov,Open,Major Cities,44886,48451,-37.7938,145.264
49910,Ainslie School,Braddon,ACT,2612,Primary,Gov,Open,Major Cities,49910,44753,-35.2737,149.14
52936,Aintree Primary School,Aintree,VIC,3336,Primary,Gov,Open,Major Cities,52936,87627,-37.722252,144.665973
49549,Airdale Primary School,Port Pirie,SA,5540,Primary,Gov,Open,Outer Regional,49549,47431,-33.2005,137.99
41594,Airds High School,Campbelltown,NSW,2560,Secondary,Gov,Open,Major Cities,41594,46504,-34.0869,150.827
52492,Aireys Inlet Primary School,Aireys Inlet,VIC,3231,Primary,Gov,Open,Inner Regional,52492,24997,-38.4574,144.11
44716,Airly Primary School,Airly,VIC,3851,Primary,Gov,Open,Inner Regional,44716,52022,-38.0257,147.114
46805,Airville State School,Airville,QLD,4807,Primary,Gov,Open,Outer Regional,46805,52995,-19.6552,147.348
46353,Aitken College,Greenvale,VIC,3059,Combined,Non-Gov,Open,Major Cities,46353,56324,-37.6274,144.888
50266,Aitken Creek Primary School,Craigieburn,VIC,3064,Primary,Gov,Open,Major Cities,50266,68550,-37.582,144.906
52696,Aitken Hill Primary School,Craigieburn,VIC,3064,Primary,Gov,Open,Major Cities,52696,86085,-37.6022,144.907
46899,Aitkenvale State School,Aitkenvale,QLD,4814,Primary,Gov,Open,Outer Regional,46899,53020,-19.2965,146.763
41548,Ajuga School,Glenfield,NSW,2167,Special,Gov,Open,Major Cities,41548,56152,-33.9695,150.878
43919,Al Amanah College,Liverpool,NSW,2170,Combined,Non-Gov,Open,Major Cities,43919,77397,-33.929,150.922
43852,"Al Amanah College, Bankstown campus",Bankstown,NSW,2200,Primary,Non-Gov,Open,Major Cities,43919,55684,-33.9172,151.028
50603,Al Hikma College,Lakemba,NSW,2195,Primary,Non-Gov,Open,Major Cities,50603,69666,-33.9262,151.081
52380,Al Iman College,Melton South,VIC,3338,Combined,Non-Gov,Open,Major Cities,52380,70322,-37.707,144.565
43958,Al Noori Muslim School,Greenacre,NSW,2190,Primary,Non-Gov,Open,Major Cities,43958,53329,-33.9118,151.05
40979,Al Noori Muslim School - Senior Campus,Greenacre,NSW,2190,Secondary,Non-Gov,Open,Major Cities,43958,77580,-33.9112,151.049
43741,Al Sadiq College,Greenacre,NSW,2190,Combined,Non-Gov,Open,Major Cities,43741,58093,-33.9099,151.056
40720,Al Sadiq College Yagoona Campus,Yagoona,NSW,2199,Primary,Non-Gov,Open,Major Cities,43741,77542,-33.9041,151.024
46390,Al Siraat College,Epping,VIC,3076,Combined,Non-Gov,Open,Major Cities,46390,68556,-37.6243,145.038
43946,Al Zahra College,Arncliffe,NSW,2205,Combined,Non-Gov,Open,Major Cities,43946,54651,-33.9337,151.148
50567,Alamanda K-9 College,Point Cook,VIC,3030,Combined,Gov,Open,Major Cities,50567,69975,-37.9083,144.741
49138,Al-Ameen College,Langford,WA,6147,Combined,Non-Gov,Open,Major Cities,49138,58091,-32.0442,115.937
50010,Alawa Primary School,Alawa,NT,810,Primary,Gov,Open,Outer Regional,50010,47967,-12.3802,130.878
45065,Albanvale Primary School,Albanvale,VIC,3021,Primary,Gov,Open,Major Cities,45065,47558,-37.7443,144.774
47534,Albany Creek State High School,Albany Creek,QLD,4035,Secondary,Gov,Open,Major Cities,47534,51169,-27.3573,152.969
46546,Albany Creek State School,Albany Creek,QLD,4035,Primary,Gov,Open,Major Cities,46546,51170,-27.3461,152.971
47310,Albany Hills State School,Albany Creek,QLD,4035,Primary,Gov,Open,Major Cities,47310,51171,-27.3604,152.973
48265,Albany Primary School,Albany,WA,6330,Primary,Gov,Open,Outer Regional,48265,52534,-35.0182,117.891
45217,Albany Rise Primary School,Mulgrave,VIC,3170,Primary,Gov,Open,Major Cities,45217,49086,-37.9284,145.173
48851,Albany Secondary Education Support Centre,Albany,WA,6330,Special,Gov,Open,Outer Regional,48851,57391,-34.9911,117.863
48116,Albany Senior High School,Albany,WA,6330,Secondary,Gov,Open,Outer Regional,48116,52535,-35.0198,117.892
50267,Albert Park College,Albert Park,VIC,3206,Secondary,Gov,Open,Major Cities,50267,69044,-37.8444,144.947
52157,Albert Park College-Environmental Arts Hub,Albert Park,VIC,3207,Secondary,Gov,Open,Major Cities,50267,30353,-37.8425,144.939
40769,Albert Park Flexible Learning Centre,Milton,QLD,4064,Special,Non-Gov,Open,Major Cities,40769,65123,-27.4662,153.011
44224,Albert Park Primary School,Albert Park,VIC,3206,Primary,Gov,Open,Major Cities,44224,56670,-37.8418,144.952
42339,Albert Park Public School,East Lismore,NSW,2480,Primary,Gov,Open,Inner Regional,42339,49776,-28.8216,153.272
46424,Albert State School,Maryborough,QLD,4650,Primary,Gov,Open,Inner Regional,46424,52699,-25.5468,152.704
49198,Alberton Primary School,Queenstown,SA,5014,Primary,Gov,Open,Major Cities,49198,46905,-34.8627,138.513
44030,Alberton Primary School,Alberton,VIC,3971,Primary,Gov,Open,Inner Regional,44030,52213,-38.6178,146.667
44875,Albion North Primary School,Sunshine North,VIC,3020,Primary,Gov,Open,Major Cities,44875,47548,-37.7627,144.824
42936,Albion Park High School,Albion Park,NSW,2527,Secondary,Gov,Open,Major Cities,42936,54950,-34.5767,150.773
42716,Albion Park Public School,Albion Park,NSW,2527,Primary,Gov,Open,Major Cities,42716,50020,-34.5703,150.773
42861,Albion Park Rail Public School,Albion Park,NSW,2527,Primary,Gov,Open,Major Cities,42861,50021,-34.5676,150.799
44732,Albion Primary School,Albion,VIC,3020,Primary,Gov,Open,Major Cities,44732,47549,-37.7779,144.82
40100,Albuera Street Primary School,Battery Point,TAS,7004,Primary,Gov,Open,Inner Regional,40100,48051,-42.8912,147.326
42689,Albury High School,Albury,NSW,2640,Secondary,Gov,Open,Inner Regional,42689,50438,-36.0728,146.915
42654,Albury North Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42654,50440,-36.0642,146.932
42531,Albury Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42531,50441,-36.0825,146.919
42532,Albury West Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42532,50442,-36.0778,146.896
50074,Alcoota School,Engawala,NT,872,Combined,Gov,Open,Very Remote,50074,56525,-22.8024,134.455
42356,Aldavilla Public School,Yarravel,NSW,2440,Primary,Gov,Open,Inner Regional,42356,56175,-31.0558,152.787
44987,Aldercourt Primary School,Frankston North,VIC,3200,Primary,Gov,Open,Major Cities,44987,49446,-38.1166,145.162
49204,Aldgate Primary School,Aldgate,SA,5154,Primary,Gov,Open,Major Cities,49204,47178,-35.0195,138.749
49212,Aldinga Beach Primary School,Aldinga,SA,5173,Primary,Gov,Open,Major Cities,49212,47131,-35.2693,138.462
53035,Aldinga Payinthi College,Aldinga,SA,5173,Combined,Gov,Open,Major Cities,53035,87611,-35.26771678,138.470119
47419,Aldridge State High School,Maryborough,QLD,4650,Secondary,Gov,Open,Inner Regional,47419,46589,-25.5166,152.689
50054,Alekarenge School,Ali Curung,NT,872,Combined,Gov,Open,Very Remote,50054,47898,-21.0038,134.406
40724,Alesco Senior College,Cooks Hill,NSW,2300,Special,Non-Gov,Open,Major Cities,40724,58110,-32.9294,151.768
52072,Alesco Senior College - Cessnock Campus,Cessnock,NSW,2325,Special,Non-Gov,Open,Inner Regional,40724,86389,-32.8373,151.353
53001,Alesco Senior College - Charlestown Campus,Charlestown,NSW,2290,Special,Non-Gov,Open,Major Cities,40724,87662,-32.96278368,151.6928001
52306,Alesco Senior College - Coast Campus,Tuncurry,NSW,2428,Special,Non-Gov,Open,Inner Regional,40724,77702,-32.1793,152.5
52891,Alesco Senior College - Northlakes Campus,Argenton,NSW,2284,Special,Non-Gov,Open,Major Cities,40724,87663,-32.93757,151.63106
52612,Alesco Senior College - Tomaree Campus,Nelson Bay,NSW,2315,Special,Non-Gov,Open,Inner Regional,40724,86562,-32.721,152.154
52307,"Alesco Senior College, Raymond Terrace Campus",Raymond Terrace,NSW,2324,Special,Non-Gov,Open,Major Cities,40724,77701,-32.764,151.742
47373,Alexandra Bay State School,Diwan,QLD,4873,Primary,Gov,Open,Remote,47373,54473,-16.2139,145.422
47553,Alexandra Hills State High School,Alexandra Hills,QLD,4161,Secondary,Gov,Open,Major Cities,47553,55033,-27.524,153.215
53127,Alexandra Hills TAFE Senior Studies Program,Alexandra Hills,QLD,4157,Secondary,Gov,Open,Major Cities,47553,,-27.523968,153.215116
46686,Alexandra Hills State School,Alexandra Hills,QLD,4161,Primary,Gov,Open,Major Cities,46686,51346,-27.5183,153.221
44166,Alexandra Primary School,Alexandra,VIC,3714,Primary,Gov,Open,Inner Regional,44166,51685,-37.1925,145.712
45349,Alexandra Secondary College,Alexandra,VIC,3714,Secondary,Gov,Open,Inner Regional,45349,51684,-37.1945,145.701
41184,Alexandria Park Community School,Alexandria,NSW,2015,Combined,Gov,Open,Major Cities,41184,46425,-33.9002,151.196
43952,Al-Faisal College,Auburn,NSW,2144,Combined,Non-Gov,Open,Major Cities,43952,55403,-33.8548,151.032
53107,Al-Faisal College - Lakemba,Lakemba,NSW,2195,Primary,Non-Gov,Open,Major Cities,43952,,-33.92383288,151.0768608
50593,Al-Faisal College - Campbelltown,Minto,NSW,2566,Combined,Non-Gov,Open,Major Cities,50593,70306,-34.0222,150.858
51520,Al-Faisal College - Liverpool,Austral,NSW,2179,Combined,Non-Gov,Open,Major Cities,51520,70305,-33.9095,150.811
41115,Alfords Point Public School,Alfords Point,NSW,2234,Primary,Gov,Open,Major Cities,41115,56155,-33.9924,151.024
49911,Alfred Deakin High School,Deakin,ACT,2600,Secondary,Gov,Open,Major Cities,49911,50303,-35.3243,149.095
44196,Alfredton Primary School,Alfredton,VIC,3350,Primary,Gov,Open,Inner Regional,44196,50116,-37.555,143.802
47289,Algester State School,Algester,QLD,4115,Primary,Gov,Open,Major Cities,47289,51276,-27.6157,153.032
49106,Al-Hidayah Islamic School,Bentley,WA,6102,Primary,Non-Gov,Open,Major Cities,49106,54323,-32.0113,115.911
46354,Alia College,Hawthorn East,VIC,3123,Secondary,Non-Gov,Open,Major Cities,46354,56610,-37.8432,145.045
52381,Alice Miller School,Macedon,VIC,3440,Combined,Non-Gov,Open,Inner Regional,52381,70324,-37.4466,144.532
46379,Alice Miller School - Candlebark Campus,Romsey,VIC,3434,Combined,Non-Gov,Open,Inner Regional,52381,77712,-37.3723,144.688
50008,Alice Springs School Of The Air,Alice Springs,NT,870,Combined,Gov,Open,Remote,50008,47879,-23.6781,133.866
52942,Alice Springs School Of The Air - Corella Creek Campus,Corella Creek,NT,860,Combined,Gov,Open,Very Remote,50008,,-18.643466,136.029808
50157,Alice Springs Steiner School,Ross,NT,873,Combined,Non-Gov,Open,Remote,50157,55415,-23.7438,133.882
48691,Alinjarra Primary School,Alexander Heights,WA,6064,Primary,Gov,Open,Major Cities,48691,54933,-31.8293,115.87
50319,Alkimos Baptist College,Merriwa,WA,6030,Combined,Non-Gov,Open,Major Cities,50319,69059,-31.6604,115.711
52262,Alkimos Beach Primary School,Alkimos,WA,6038,Primary,Gov,Open,Major Cities,52262,84839,-31.6237,115.698
52490,Alkimos College,Alkimos,WA,6038,Secondary,Gov,Open,Major Cities,52490,86441,-31.6285,115.696
52261,Alkimos Primary School,Alkimos,WA,6038,Primary,Gov,Open,Major Cities,52261,70344,-31.627,115.703
45604,Alkira Secondary College,Cranbourne North,VIC,3977,Secondary,Gov,Open,Major Cities,45604,68854,-38.0733,145.311
43567,All Hallows Catholic Primary School,Gulgong,NSW,2852,Primary,Non-Gov,Open,Outer Regional,43567,41305,-32.3614,149.534
43404,All Hallows Catholic Primary School,Five Dock,NSW,2046,Primary,Non-Gov,Open,Major Cities,43404,41306,-33.8609,151.134
47882,All Hallows' School,Brisbane,QLD,4000,Combined,Non-Gov,Open,Major Cities,47882,57217,-27.4606,153.033
48002,All Saints Anglican School,Merrimac,QLD,4226,Combined,Non-Gov,Open,Major Cities,48002,45512,-28.0609,153.361
43422,All Saints Catholic College,Liverpool,NSW,2170,Combined,Non-Gov,Open,Major Cities,43422,41831,-33.9191,150.926
52877,"All Saints Catholic College, Casula Campus",Casula,NSW,2170,Secondary,Non-Gov,Open,Major Cities,43422,46733,-33.95386,150.90747
49784,All Saints Catholic Primary School,Seaford,SA,5169,Primary,Non-Gov,Open,Major Cities,49784,54129,-35.1861,138.48
40618,All Saints College,Maitland,NSW,2320,Secondary,Non-Gov,Open,Major Cities,40618,53863,-32.7378,151.56
43318,All Saints College (St Peter's),Maitland,NSW,2320,Secondary,Non-Gov,Open,Major Cities,40618,77181,-32.7343,151.559
49049,All Saints' College,Bull Creek,WA,6149,Combined,Non-Gov,Open,Major Cities,49049,42755,-32.0513,115.866
53119,All Saints' College - Adelaide Street Campus,Fremantle,WA,6160,Secondary,Non-Gov,Open,Major Cities,49049,,-32.05357179,115.7473778
53118,All Saints' College - Parry Street Campus,Fremantle,WA,6160,Secondary,Non-Gov,Open,Major Cities,49049,,-32.05630623,115.7496226
40892,All Saints Grammar,Belmore,NSW,2192,Secondary,Non-Gov,Open,Major Cities,40892,77271,-33.9295,151.095
43959,All Saints Grammar Junior School,Belmore,NSW,2192,Primary,Non-Gov,Open,Major Cities,40892,53416,-33.9153,151.091
45736,All Saints Parish School,Portland,VIC,3305,Primary,Non-Gov,Open,Outer Regional,45736,57978,-38.3595,141.593
47925,All Saints Primary School,Albany Creek,QLD,4035,Primary,Non-Gov,Open,Major Cities,47925,45610,-27.35,152.971
43616,All Saints Primary School,Tumbarumba,NSW,2653,Primary,Non-Gov,Open,Outer Regional,43616,41309,-35.7787,148.013
47743,All Saints' School,Boonah,QLD,4310,Primary,Non-Gov,Open,Inner Regional,47743,40409,-27.9999,152.686
48001,All Souls St Gabriels School,Charters Towers,QLD,4820,Combined,Non-Gov,Open,Outer Regional,48001,56723,-20.0629,146.277
41281,Allambie Heights Public School,Allambie Heights,NSW,2100,Primary,Gov,Open,Major Cities,41281,47706,-33.7658,151.252
44031,Allansford and District Primary School,Allansford,VIC,3277,Primary,Gov,Open,Inner Regional,44031,49862,-38.3863,142.59
48266,Allanson Primary School,Allanson,WA,6225,Primary,Gov,Open,Inner Regional,48266,52436,-33.3358,116.099
52437,Allegra School Coffs Harbour,Coffs Harbour,NSW,2450,Special,Non-Gov,Open,Inner Regional,52437,80024,-30.2976,153.115
49337,Allenby Gardens Primary School,Allenby Gardens,SA,5009,Primary,Gov,Open,Major Cities,49337,46894,-34.9021,138.555
49436,Allendale East Area School,Allendale East,SA,5291,Combined,Gov,Open,Outer Regional,49436,47315,-38.003,140.71
48267,Allendale Primary School,Geraldton,WA,6530,Primary,Gov,Open,Outer Regional,48267,52651,-28.764,114.623
46516,Allenstown State School,Allenstown,QLD,4700,Primary,Gov,Open,Inner Regional,46516,52833,-23.3919,150.503
46886,Alligator Creek State School,Alligator Creek,QLD,4740,Primary,Gov,Open,Outer Regional,46886,52930,-21.3294,149.212
46396,Allora P-10 State School,Allora,QLD,4362,Combined,Gov,Open,Inner Regional,46396,51964,-28.0366,151.986
46698,Alloway State School,Alloway,QLD,4670,Primary,Gov,Open,Inner Regional,46698,52759,-24.9521,152.378
42940,Alma Public School,Broken Hill,NSW,2880,Primary,Gov,Open,Outer Regional,42940,51109,-31.9822,141.462
46923,Aloomba State School,Aloomba,QLD,4871,Primary,Gov,Open,Outer Regional,46923,53117,-17.1103,145.832
50380,Alpha Omega Senior College,Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,50380,69088,-33.8508,151.031
52618,"Alpha Omega Senior College, Queen Street Campus",Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,50380,85529,-33.8499,151.032
46757,Alpha State School,Alpha,QLD,4724,Combined,Gov,Open,Very Remote,46757,52915,-23.6508,146.642
46316,Alphington Grammar School,Alphington,VIC,3078,Combined,Non-Gov,Open,Major Cities,46316,53338,-37.7804,145.036
44625,Alphington Primary School,Alphington,VIC,3078,Primary,Gov,Open,Major Cities,44625,48100,-37.7835,145.032
50075,Alpurrurulam School,Alpurrurulam,NT,4825,Combined,Gov,Open,Very Remote,50075,56527,-20.9878,137.848
42405,Alstonville High School,Alstonville,NSW,2477,Secondary,Gov,Open,Inner Regional,42405,54740,-28.8399,153.434
42138,Alstonville Public School,Alstonville,NSW,2477,Primary,Gov,Open,Inner Regional,42138,49761,-28.8385,153.438
51521,Alta-1 College,Caboolture,QLD,4510,Secondary,Non-Gov,Open,Major Cities,51521,70253,-27.0713,152.941
52911,Alta-1 College - Sub Campus,Caboolture,QLD,4510,Secondary,Non-Gov,Open,Major Cities,51521,,-27.08539,152.95108
40967,Alta-1 College - Joondalup Campus,Joondalup,WA,6027,Special,Non-Gov,Open,Major Cities,40967,77562,-31.7495,115.763
52749,Alta-1 College - Albany Marine VET Campus,Albany,WA,6330,Special,Non-Gov,Open,Outer Regional,40967,85485,-35.019,117.884
50607,Alta-1 College - Albany Middle School,Albany,WA,6331,Special,Non-Gov,Open,Outer Regional,40967,77618,-34.9856,117.902
50599,Alta-1 College - Albany Senior School,Albany,WA,6330,Special,Non-Gov,Open,Outer Regional,40967,77655,-35.0094,117.879
50598,Alta-1 College - Belmont Campus,Belmont,WA,6104,Special,Non-Gov,Open,Major Cities,40967,77654,-31.9487,115.946
52751,Alta-1 College - Bessemer Road Campus,Port Kennedy,WA,6172,Special,Non-Gov,Open,Major Cities,40967,85973,-32.3691,115.761
53095,Alta-1 College - Camillo,Camillo,WA,6111,Special,Non-Gov,Open,Major Cities,40967,,-32.10304626,116.0065919
52752,Alta-1 College - Collingwood Heights Campus,Collingwood Heights,WA,6330,Special,Non-Gov,Open,Outer Regional,40967,,-34.9904,117.919
50597,Alta-1 College - Como Campus,Como,WA,6152,Special,Non-Gov,Open,Major Cities,40967,77653,-32.001,115.874
51523,Alta-1 College - ConnectEd Campus,Wangara,WA,6065,Special,Non-Gov,Open,Major Cities,40967,77688,-31.7847,115.812
52484,Alta-1 College - Cooper Road Campus,Cockburn Central,WA,6164,Special,Non-Gov,Open,Major Cities,40967,85156,-32.1234,115.841
52487,Alta-1 College - Ellenbrook Campus,Ellenbrook,WA,6069,Special,Non-Gov,Open,Major Cities,40967,85155,-31.7912,115.974
51524,Alta-1 College - Girls' Campus Joondalup,Joondalup,WA,6027,Special,Non-Gov,Open,Major Cities,40967,77687,-31.7499,115.764
52485,Alta-1 College - Hammond Road Campus,Cockburn Central,WA,6164,Special,Non-Gov,Open,Major Cities,40967,85154,-32.123,115.841
40952,Alta-1 College - Huntingdale Campus,Huntingdale,WA,6110,Special,Non-Gov,Open,Major Cities,40967,,-32.0783,115.958
52925,Alta-1 College - Katanning Campus,Katanning,WA,6317,Special,Non-Gov,Open,Outer Regional,40967,87709,-33.682309,117.567586
40951,Alta-1 College - Malaga Campus,Malaga,WA,6090,Special,Non-Gov,Open,Major Cities,40967,77535,-31.8465,115.878
51528,Alta-1 College - Merriwa Campus,Merriwa,WA,6030,Special,Non-Gov,Open,Major Cities,40967,77686,-31.6685,115.717
53145,Alta-1 College - Middle Swan campus,Middle Swan,WA,6056,Special,Non-Gov,Open,Major Cities,40967,,-31.85305997,116.0169136
40978,Alta-1 College - Mullaloo Campus,Mullaloo,WA,6027,Special,Non-Gov,Open,Major Cities,40967,77579,-31.7788,115.746
52750,Alta-1 College - Stockton Road Campus,Port Kennedy,WA,6172,Special,Non-Gov,Open,Major Cities,40967,85976,-32.3691,115.758
52836,Alta-1 College - Winton Road Joondalup Campus,Joondalup,WA,6027,Special,Non-Gov,Open,Major Cities,40967,86704,-31.75176,115.76505
53030,Alta-1 Kimberley College,Kununurra,WA,6743,Special,Non-Gov,Open,Very Remote,53030,85486,-15.79632825,128.6880997
46309,Al-Taqwa College,Hoppers Crossing,VIC,3029,Combined,Non-Gov,Open,Major Cities,46309,45556,-37.8527,144.722
52102,Al-Taqwa College - Olive Branch Annexe,Hoppers Crossing,VIC,3029,Combined,Non-Gov,Open,Major Cities,46309,,-37.8098,144.695
45587,Altona College,Altona,VIC,3018,Combined,Gov,Open,Major Cities,45587,47543,-37.8615,144.817
45141,Altona Green Primary School,Altona Meadows,VIC,3028,Primary,Gov,Open,Major Cities,45141,55020,-37.8866,144.785
45061,Altona Meadows Primary School,Altona Meadows,VIC,3028,Primary,Gov,Open,Major Cities,45061,47647,-37.8685,144.78
44919,Altona North Primary School,Altona North,VIC,3025,Primary,Gov,Open,Major Cities,44919,47582,-37.8369,144.849
44671,Altona Primary School,Altona,VIC,3018,Primary,Gov,Open,Major Cities,44671,45156,-37.8677,144.823
45291,Alvie Primary School,Alvie,VIC,3249,Primary,Gov,Open,Inner Regional,45291,49689,-38.2419,143.503
50051,Alyangula Area School,Alyangula,NT,885,Combined,Gov,Open,Very Remote,50051,47992,-13.8496,136.42
50124,Alyarrmandumanja Umbakumba School,Umbakumba,NT,822,Combined,Gov,Open,Very Remote,50124,47965,-13.85975,136.81193
47237,Amamoor State School,Amamoor,QLD,4570,Primary,Gov,Open,Inner Regional,47237,52351,-26.3465,152.673
50138,Amanbidji School,Timber Creek,NT,852,Combined,Gov,Open,Very Remote,50138,47922,-16.4275,129.618
48268,Amaroo Primary School,Collie,WA,6225,Primary,Gov,Open,Inner Regional,48268,52437,-33.3515,116.15
49882,Amaroo School,Amaroo,ACT,2914,Combined,Gov,Open,Major Cities,49882,57809,-35.16459,149.12774
49561,Amata Anangu School,Amata,SA,5710,Combined,Gov,Open,Very Remote,49561,47515,-26.1522,131.138
41607,Ambarvale High School,Rosemeadow,NSW,2560,Secondary,Gov,Open,Major Cities,41607,54941,-34.1006,150.801
41498,Ambarvale Public School,Ambarvale,NSW,2560,Primary,Gov,Open,Major Cities,41498,50196,-34.0864,150.798
46485,Amberley District State School,Yamanto,QLD,4305,Primary,Gov,Open,Major Cities,46485,51676,-27.6575,152.75
47134,Ambrose State School,Ambrose,QLD,4695,Primary,Gov,Open,Outer Regional,47134,52827,-23.7868,150.922
47720,Ambrose Treacy College,Indooroopilly,QLD,4068,Combined,Non-Gov,Open,Major Cities,47720,55656,-27.5083,152.966
47206,Amiens State School,Amiens,QLD,4380,Primary,Gov,Open,Outer Regional,47206,45142,-28.5946,151.813
44001,"Amity College, Prestons",Prestons,NSW,2170,Combined,Non-Gov,Open,Major Cities,44001,55309,-33.9417,150.876
44006,Amity College Auburn Campus,Auburn,NSW,2144,Primary,Non-Gov,Open,Major Cities,44001,77373,-33.8526,151.034
43925,Amity College Illawarra Campus,Shellharbour,NSW,2529,Combined,Non-Gov,Open,Major Cities,44001,77332,-34.5734,150.864
50076,Amoonguna School,Amoonguna,NT,873,Primary,Gov,Open,Remote,50076,47880,-23.7679,133.939
44330,Amphitheatre Primary School,Amphitheatre,VIC,3468,Primary,Gov,Open,Inner Regional,44330,50878,-37.1841,143.399
50077,Ampilatwatja School,Ampilatwatja,NT,872,Combined,Gov,Open,Very Remote,50077,47903,-21.6537,135.225
