ACARA_ID,School_Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent_School ID,AGE_ID
48488,Pinjarra Primary School,Pinjarra,WA,6208,Primary,Gov,Open,Major Cities,48488,52423
48149,Pinjarra Senior High School,Pinjarra,WA,6208,Secondary,Gov,Open,Major Cities,48149,52424
52898,Pinnacle Academic College,Kallangur,QLD,4503,Primary,Non-Gov,Open,Major Cities,52898,86700
40966,Pinnacle College - Elizabeth East Campus,Elizabeth East,SA,5112,Combined,Non-Gov,Open,Major Cities,40966,62817
49863,Pinnacle College - Gilles Plains Campus,Gilles Plains,SA,5086,Combined,Non-Gov,Open,Major Cities,40966,77560
52758,Pinnacle College - Golden Grove,Golden Grove,SA,5125,Combined,Non-Gov,Open,Major Cities,40966,77211
47035,Pinnacle State School,Pinnacle,QLD,4741,Primary,Gov,Open,Outer Regional,47035,52942
49449,Pinnaroo Primary School,Pinnaroo,SA,5304,Primary,Gov,Open,Remote,49449,47139
47547,Pioneer State High School,Andergrove,QLD,4740,Secondary,Gov,Open,Inner Regional,47547,52943
49051,Pioneer Village School,Armadale,WA,6112,Primary,Non-Gov,Open,Major Cities,49051,42761
49654,Pipalyatjara Anangu School,Pipalyatjara,SA,872,Combined,Gov,Open,Very Remote,49654,46102
41661,Pitt Town Public School,Pitt Town,NSW,2756,Primary,Gov,Open,Major Cities,41661,50749
47502,Pittsworth State High School,Pittsworth,QLD,4356,Secondary,Gov,Open,Inner Regional,47502,51954
46667,Pittsworth State School,Pittsworth,QLD,4356,Primary,Gov,Open,Inner Regional,46667,51953
41333,Pittwater High School,Mona Vale,NSW,2103,Secondary,Gov,Open,Major Cities,41333,47716
50500,Pittwater House Schools,Collaroy,NSW,2097,Combined,Non-Gov,Open,Major Cities,50500,69740
42084,Plattsburg Public School,Wallsend,NSW,2287,Primary,Gov,Open,Major Cities,42084,49025
52468,Playford College,Elizabeth,SA,5112,Combined,Non-Gov,Open,Major Cities,52468,80003
49509,Playford International College,Elizabeth,SA,5112,Secondary,Gov,Open,Major Cities,49509,46075
49683,Playford Primary School,Craigmore,SA,5114,Primary,Gov,Open,Major Cities,49683,46084
43986,PLC Armidale,Armidale,NSW,2350,Combined,Non-Gov,Open,Inner Regional,43986,41525
42871,Pleasant Heights Public School,Mount Pleasant,NSW,2519,Primary,Gov,Open,Major Cities,42871,50006
42616,Pleasant Hills Public School,Pleasant Hills,NSW,2658,Primary,Gov,Open,Outer Regional,42616,50511
44125,Pleasant Street Primary School (Ballarat),Lake Wendouree,VIC,3350,Primary,Gov,Open,Inner Regional,44125,50121
44380,Plenty Parklands Primary School,Mill Park,VIC,3082,Primary,Gov,Open,Major Cities,44380,56539
53092,Plenty River College,South Morang,VIC,3752,Secondary,Non-Gov,Open,Major Cities,53092,
46269,Plenty Valley Christian College,Doreen,VIC,3754,Combined,Non-Gov,Open,Major Cities,46269,43425
41834,Plumpton High School,Plumpton,NSW,2761,Secondary,Gov,Open,Major Cities,41834,57849
41800,Plumpton House School,Plumpton,NSW,2761,Special,Gov,Open,Major Cities,41800,50779
41662,Plumpton Public School,Plumpton,NSW,2761,Primary,Gov,Open,Major Cities,41662,46357
41112,Plunkett Street Public School,Woolloomooloo,NSW,2011,Primary,Gov,Open,Major Cities,41112,45332
49506,Plympton International College,Plympton,SA,5038,Combined,Gov,Open,Major Cities,49506,46085
49275,Plympton Primary School,Plympton,SA,5038,Primary,Gov,Open,Major Cities,49275,46953
42014,Point Clare Public School,Point Clare,NSW,2250,Primary,Gov,Open,Major Cities,42014,48687
44713,Point Cook Prep - Year 9 College,Point Cook,VIC,3030,Combined,Gov,Open,Major Cities,44713,68548
40786,Point Cook Senior Secondary College,Point Cook,VIC,3030,Secondary,Gov,Open,Major Cities,40786,66763
44587,Point Lonsdale Primary School,Point Lonsdale,VIC,3225,Primary,Gov,Open,Inner Regional,44587,49597
43027,Pomona Public School,Pomona,NSW,2648,Primary,Gov,Open,Remote,43027,50472
46865,Pomona State School,Pomona,QLD,4568,Primary,Gov,Open,Inner Regional,46865,52347
44518,Pomonal Primary School,Pomonal,VIC,3381,Primary,Gov,Open,Outer Regional,44518,50603
43028,Pooncarie Public School,Pooncarie,NSW,2648,Primary,Gov,Open,Remote,43028,50473
49276,Poonindie Community Learning Centre,Poonindie,SA,5607,Primary,Gov,Open,Remote,49276,47471
49277,Pooraka Primary School,Pooraka,SA,5095,Primary,Gov,Open,Major Cities,49277,47072
45313,Poowong Consolidated School,Poowong,VIC,3988,Primary,Gov,Open,Inner Regional,45313,52264
44215,Porepunkah Primary School,Porepunkah,VIC,3740,Primary,Gov,Open,Outer Regional,44215,51712
46714,Pormpuraaw State School,Pormpuraaw,QLD,4892,Primary,Gov,Open,Very Remote,46714,53137
49473,Port Augusta Secondary School,Port Augusta,SA,5700,Secondary,Gov,Open,Outer Regional,49473,46090
49641,Port Augusta Special School,Port Augusta,SA,5700,Special,Gov,Open,Outer Regional,49641,56499
49278,Port Augusta West Primary School,Port Augusta West,SA,5700,Primary,Gov,Open,Outer Regional,49278,47506
49426,Port Broughton Area School,Port Broughton,SA,5522,Combined,Gov,Open,Outer Regional,49426,47429
46558,Port Curtis Road State School,Port Curtis,QLD,4700,Primary,Gov,Open,Inner Regional,46558,52840
40165,Port Dalrymple School,George Town,TAS,7253,Combined,Gov,Open,Outer Regional,40165,48276
47387,Port Douglas State School,Port Douglas,QLD,4877,Primary,Gov,Open,Outer Regional,47387,54470
49279,Port Elliot Primary School,Port Elliot,SA,5212,Primary,Gov,Open,Inner Regional,49279,47236
45314,Port Fairy Consolidated School,Port Fairy,VIC,3284,Primary,Gov,Open,Inner Regional,45314,49892
41157,Port Hacking High School,Miranda,NSW,2228,Secondary,Gov,Open,Major Cities,41157,48648
48489,Port Hedland Primary School,Port Hedland,WA,6721,Primary,Gov,Open,Remote,48489,52743
48798,Port Hedland School Of The Air,Port Hedland,WA,6721,Primary,Gov,Open,Remote,48798,86703
42802,Port Kembla Public School,Port Kembla,NSW,2505,Primary,Gov,Open,Major Cities,42802,49967
48733,Port Kennedy Primary School,Port Kennedy,WA,6172,Primary,Gov,Open,Major Cities,48733,55358
49474,Port Lincoln High School,Port Lincoln,SA,5606,Secondary,Gov,Open,Remote,49474,47472
40487,Port Lincoln Junior Primary School,Port Lincoln,SA,5606,Primary,Gov,Open,Remote,40487,47473
49282,Port Lincoln Primary School,Port Lincoln,SA,5606,Primary,Gov,Open,Remote,49282,47474
49671,Port Lincoln Special School,Port Lincoln,SA,5606,Special,Gov,Open,Remote,49671,56498
43921,Port Macquarie Adventist School,Port Macquarie,NSW,2444,Combined,Non-Gov,Open,Inner Regional,43921,41524
42277,Port Macquarie Public School,Port Macquarie,NSW,2444,Primary,Gov,Open,Inner Regional,42277,49641
52615,Port Macquarie Steiner School,Port Macquarie,NSW,2444,Primary,Non-Gov,Open,Inner Regional,52615,85120
44531,Port Melbourne Primary School,Port Melbourne,VIC,3207,Primary,Gov,Open,Major Cities,44531,49460
53069,Port Melbourne Secondary College,Port Melbourne,VIC,3207,Secondary,Gov,Open,Major Cities,53069,
40299,Port Neill Primary School,Port Neill,SA,5604,Primary,Gov,Open,Remote,40299,47467
49283,Port Noarlunga Primary School,Port Noarlunga,SA,5167,Primary,Gov,Open,Major Cities,49283,47221
45047,Port Phillip Specialist School,Port Melbourne,VIC,3207,Special,Gov,Open,Major Cities,45047,56414
49284,Port Pirie West Primary School,Port Pirie,SA,5540,Primary,Gov,Open,Outer Regional,49284,47433
49100,Port School,Hamilton Hill,WA,6163,Special,Non-Gov,Open,Major Cities,49100,56104
50549,Port Sorell Primary School,Port Sorell,TAS,7307,Primary,Gov,Open,Outer Regional,50549,68997
49286,Port Wakefield Primary School,Port Wakefield,SA,5550,Primary,Gov,Open,Outer Regional,49286,47437
44468,Portarlington Primary School,Portarlington,VIC,3223,Primary,Gov,Open,Inner Regional,44468,49595
53060,Porters Creek Public School,Warnervale,NSW,2259,Primary,Gov,Open,Major Cities,53060,87909
45135,Portland Bay School,Portland,VIC,3305,Special,Gov,Open,Outer Regional,45135,55632
43029,Portland Central School,Portland,NSW,2847,Combined,Gov,Open,Inner Regional,43029,46350
44228,Portland North Primary School,Portland North,VIC,3305,Primary,Gov,Open,Outer Regional,44228,49971
44097,Portland Primary School,Portland,VIC,3305,Primary,Gov,Open,Outer Regional,44097,49972
45534,Portland Secondary College,Portland,VIC,3305,Secondary,Gov,Open,Outer Regional,45534,49970
52170,Portland Secondary College-Victoria Parade Campus,Portland,VIC,3305,Secondary,Gov,Open,Outer Regional,45534,
44826,Portland South Primary School,Portland,VIC,3305,Primary,Gov,Open,Outer Regional,44826,49974
49834,Portside Christian College,New Port,SA,5015,Combined,Non-Gov,Open,Major Cities,49834,42601
48683,Poseidon Primary School,Heathridge,WA,6027,Primary,Gov,Open,Major Cities,48683,46048
42324,Pottsville Beach Public School,Pottsville,NSW,2489,Primary,Gov,Open,Major Cities,42324,49929
45214,Powlett River Primary School,Dalyston,VIC,3992,Primary,Gov,Open,Inner Regional,45214,52274
48653,Poynter Primary School,Duncraig,WA,6023,Primary,Gov,Open,Major Cities,48653,48944
47232,Pozieres State School,Pozieres,QLD,4352,Primary,Gov,Open,Outer Regional,47232,44872
52698,Prahran High School,Windsor,VIC,3181,Secondary,Gov,Open,Major Cities,52698,86069
46740,Prairie State School,Prairie,QLD,4816,Primary,Gov,Open,Very Remote,46740,53042
41508,Prairievale Public School,Bossley Park,NSW,2176,Primary,Gov,Open,Major Cities,41508,48552
41604,Prairiewood High School,Prairiewood,NSW,2176,Secondary,Gov,Open,Major Cities,41604,54946
42468,Premer Public School,Premer,NSW,2381,Primary,Gov,Open,Outer Regional,42468,
48985,Prendiville Catholic College,Ocean Reef,WA,6027,Secondary,Non-Gov,Open,Major Cities,48985,45359
46582,Prenzlau State School,Prenzlau,QLD,4311,Primary,Gov,Open,Inner Regional,46582,51774
46162,Presbyterian Ladies' College,Burwood,VIC,3125,Combined,Non-Gov,Open,Major Cities,46162,40913
49024,Presbyterian Ladies' College,Peppermint Grove,WA,6011,Combined,Non-Gov,Open,Major Cities,49024,40126
43987,Presbyterian Ladies' College Sydney,Croydon,NSW,2132,Combined,Non-Gov,Open,Major Cities,43987,41526
49787,Prescott College,Prospect,SA,5082,Secondary,Non-Gov,Open,Major Cities,49787,40391
49835,Prescott College Southern,Morphett Vale,SA,5162,Combined,Non-Gov,Open,Major Cities,49835,42606
49875,"Prescott Primary School, Northern",Para Vista,SA,5093,Primary,Non-Gov,Open,Major Cities,49875,40287
46206,"Preshil, The Margaret Lyttle Memorial School",Kew,VIC,3101,Combined,Non-Gov,Open,Major Cities,46206,40842
46207,"Preshil, The Margaret Lyttle Memorial School - Blackhall-Kalimna Preshil Senior School",Kew,VIC,3101,Combined,Non-Gov,Open,Major Cities,46206,77069
52699,Preston High School,Preston,VIC,3072,Secondary,Gov,Open,Major Cities,52699,86071
44833,Preston North East Primary School,East Preston,VIC,3072,Primary,Gov,Open,Major Cities,44833,48079
44299,Preston Primary School,Preston,VIC,3072,Primary,Gov,Open,Major Cities,44299,48080
52482,Preston Reservoir Adult Community Education Inc | Prace College,Reservoir,VIC,3073,Special,Non-Gov,Open,Major Cities,52482,80124
53045,Preston Reservoir Adult Community Education Inc | Prace College - Mernda Campus,Reservoir,VIC,3754,Special,Non-Gov,Open,Major Cities,52482,
44144,Preston South Primary School,Preston,VIC,3072,Primary,Gov,Open,Major Cities,44144,48081
44662,Preston West Primary School,Preston,VIC,3072,Primary,Gov,Open,Major Cities,44662,45963
41411,Prestons Public School,Prestons,NSW,2170,Primary,Gov,Open,Major Cities,41411,48543
41957,Pretty Beach Public School,Pretty Beach,NSW,2257,Primary,Gov,Open,Major Cities,41957,48700
42803,Primbee Public School,Primbee,NSW,2502,Primary,Gov,Open,Major Cities,42803,49958
49811,Prince Alfred College,Kent Town,SA,5067,Combined,Non-Gov,Open,Major Cities,49811,40299
48077,Prince of Peace Lutheran College,Everton Park,QLD,4053,Primary,Non-Gov,Open,Major Cities,48077,54256
40971,Prince of Peace Lutheran College - Henderson Road Campus,Everton Hills,QLD,4053,Secondary,Non-Gov,Open,Major Cities,48077,77570
44534,Princes Hill Primary School,Carlton North,VIC,3054,Primary,Gov,Open,Major Cities,44534,44747
45454,Princes Hill Secondary College,Princes Hill,VIC,3054,Secondary,Gov,Open,Major Cities,45454,46266
52213,Princes Hill Secondary College-Mirimbah Country Centre,Mirrimbah,VIC,3722,Secondary,Gov,Open,Outer Regional,45454,29114
40106,Princes Street Primary School,Sandy Bay,TAS,7005,Primary,Gov,Open,Inner Regional,40106,48065
47475,Proserpine State High School,Proserpine,QLD,4800,Secondary,Gov,Open,Outer Regional,47475,46530
46890,Proserpine State School,Proserpine,QLD,4800,Primary,Gov,Open,Outer Regional,46890,52982
47212,Prospect Creek State School,Prospect,QLD,4715,Primary,Gov,Open,Outer Regional,47212,52898
40080,Prospect High School,Prospect,TAS,7250,Secondary,Gov,Open,Inner Regional,40080,46788
50403,Prospect North Primary School,Prospect,SA,5082,Primary,Gov,Open,Major Cities,50403,68873
49287,Prospect Primary School,Prospect,SA,5082,Primary,Gov,Open,Major Cities,49287,47038
47042,Proston State School,Proston,QLD,4613,Combined,Gov,Open,Outer Regional,47042,52670
43259,Prouille Catholic Primary School,Wahroonga,NSW,2076,Primary,Non-Gov,Open,Major Cities,43259,41529
49069,Providence Christian College,Southern River,WA,6110,Combined,Non-Gov,Open,Major Cities,49069,44231
44363,Puckapunyal Primary School,Puckapunyal,VIC,3662,Primary,Gov,Open,Inner Regional,44363,51520
50117,Pularumpi School,Pirlangimpi,NT,822,Combined,Gov,Open,Very Remote,50117,47962
46503,Pullenvale State School,Pullenvale,QLD,4069,Primary,Gov,Open,Major Cities,46503,51215
49812,Pulteney Grammar School,Adelaide,SA,5000,Combined,Non-Gov,Open,Major Cities,49812,40300
52459,Pumicestone State School,Caboolture,QLD,4510,Primary,Gov,Open,Major Cities,52459,84957
41559,Punchbowl Boys High School,Punchbowl,NSW,2196,Secondary,Gov,Open,Major Cities,41559,46341
40157,Punchbowl Primary School,Newstead,TAS,7250,Primary,Gov,Open,Inner Regional,40157,48214
41412,Punchbowl Public School,Punchbowl,NSW,2196,Primary,Gov,Open,Major Cities,41412,48569
49099,Purnululu Aboriginal Independent Community School,Kununurra,WA,6743,Combined,Non-Gov,Open,Very Remote,49099,53596
40652,Putland School,Werrington,NSW,2747,Special,Gov,Open,Major Cities,40652,56264
41237,Putney Public School,Ryde,NSW,2112,Primary,Gov,Open,Major Cities,41237,47733
44393,Pyalong Primary School,Pyalong,VIC,3521,Primary,Gov,Open,Inner Regional,44393,51427
43846,Pymble Ladies' College,Pymble,NSW,2073,Combined,Non-Gov,Open,Major Cities,43846,41528
41250,Pymble Public School,Pymble,NSW,2073,Primary,Gov,Open,Major Cities,41250,44922
44346,Pyramid Hill College,Pyramid Hill,VIC,3575,Combined,Gov,Open,Outer Regional,44346,51395
42804,Quaama Public School,Quaama,NSW,2550,Primary,Gov,Open,Outer Regional,42804,50187
48194,Quairading District High School,Quairading,WA,6383,Combined,Gov,Open,Outer Regional,48194,52567
41711,Quakers Hill East Public School,Acacia Gardens,NSW,2763,Primary,Gov,Open,Major Cities,41711,55298
41846,Quakers Hill High School,Quakers Hill,NSW,2763,Secondary,Gov,Open,Major Cities,41846,14696
41663,Quakers Hill Public School,Quakers Hill,NSW,2763,Primary,Gov,Open,Major Cities,41663,50782
43030,Quambone Public School,Quambone,NSW,2831,Primary,Gov,Open,Remote,43030,51054
43031,Quandialla Public School,Quandialla,NSW,2721,Primary,Gov,Open,Outer Regional,43031,50653
44220,Quarry Hill Primary School,Quarry Hill,VIC,3550,Primary,Gov,Open,Inner Regional,44220,51304
42872,Queanbeyan East Public School,Queanbeyan,NSW,2620,Primary,Gov,Open,Major Cities,42872,50406
42914,Queanbeyan High School,Queanbeyan,NSW,2620,Secondary,Gov,Open,Major Cities,42914,50407
42805,Queanbeyan Public School,Queanbeyan,NSW,2620,Primary,Gov,Open,Major Cities,42805,50408
42873,Queanbeyan South Public School,Queanbeyan,NSW,2620,Primary,Gov,Open,Major Cities,42873,50409
42862,Queanbeyan West Public School,Queanbeyan,NSW,2620,Primary,Gov,Open,Major Cities,42862,50410
40097,Queechy High School,Norwood,TAS,7250,Secondary,Gov,Open,Inner Regional,40097,46842
47693,Queen of Apostles Primary School,Stafford,QLD,4053,Primary,Non-Gov,Open,Major Cities,47693,42509
40917,Queen of Apostles Primary School - Chuter Street Campus,Stafford Heights,QLD,4053,Primary,Non-Gov,Open,Major Cities,47693,77421
48944,Queen of Apostles School,Riverton,WA,6148,Primary,Non-Gov,Open,Major Cities,48944,42157
46061,Queen of Peace Primary School,Altona Meadows,VIC,3028,Primary,Non-Gov,Open,Major Cities,46061,43418
47060,Queens Beach State School,Bowen,QLD,4805,Primary,Gov,Open,Outer Regional,47060,52989
48490,Queens Park Primary School,Queens Park,WA,6107,Primary,Gov,Open,Major Cities,48490,49888
44227,Queenscliff Primary School,Queenscliff,VIC,3225,Primary,Gov,Open,Inner Regional,44227,49598
40787,Queensland Academy for Creative Industries,Kelvin Grove,QLD,4059,Secondary,Gov,Open,Major Cities,40787,66765
40815,Queensland Academy for Health Sciences,Southport,QLD,4215,Secondary,Gov,Open,Major Cities,40815,67951
40764,Queensland Academy for Science Mathematics and Technology,Toowong,QLD,4066,Secondary,Gov,Open,Major Cities,40764,64545
40771,Queensland Children's Hospital School,South Brisbane,QLD,4101,Special,Gov,Open,Major Cities,40771,65424
40811,QCHS - Royal Brisbane and ACT for Kids Campus,Royal Brisbane Hospital,QLD,4029,Special,Gov,Open,Major Cities,40771,27678
47601,Queensland Pathways State College,Coorparoo,QLD,4151,Secondary,Gov,Open,Major Cities,47601,57485
52646,Queensland Pathways State College - Bracken Ridge Campus,Bracken Ridge,QLD,4017,Secondary,Gov,Open,Major Cities,47601,86253
52647,Queensland Pathways State College - Bundamba Campus,Bundamba,QLD,4304,Secondary,Gov,Open,Major Cities,47601,86252
52648,Queensland Pathways State College - Goodna Campus,Goodna,QLD,4300,Secondary,Gov,Open,Major Cities,47601,86251
52649,Queensland Pathways State College - Inner City Campus,Coorparoo,QLD,4151,Secondary,Gov,Open,Major Cities,47601,57485
52650,Queensland Pathways State College - Mt Gravatt Campus,Mount Gravatt East,QLD,4122,Secondary,Gov,Open,Major Cities,47601,86250
52651,Queensland Pathways State College - Townsville Campus,Gulliver,QLD,4812,Secondary,Gov,Open,Outer Regional,47601,86254
43795,Queenwood,Mosman,NSW,2088,Combined,Non-Gov,Open,Major Cities,43795,41530
40872,Queenwood Junior School,Mosman,NSW,2088,Primary,Non-Gov,Open,Major Cities,43795,77148
52323,"Queenwood, Art and Design Campus",Mosman,NSW,2088,Combined,Non-Gov,Open,Major Cities,43795,
47196,Quilpie State College,Quilpie,QLD,4480,Combined,Gov,Open,Very Remote,47196,52251
46965,Quinalow Prep-10 State School,Quinalow,QLD,4403,Combined,Gov,Open,Inner Regional,46965,51946
49110,Quinns Baptist College,Mindarie,WA,6030,Combined,Non-Gov,Open,Major Cities,49110,54597
48751,Quinns Beach Primary School,Quinns Rocks,WA,6030,Primary,Gov,Open,Major Cities,48751,56695
48654,Quinns Rocks Primary School,Quinns Rocks,WA,6030,Primary,Gov,Open,Major Cities,48654,46051
49038,Quintilian School,Mount Claremont,WA,6010,Primary,Non-Gov,Open,Major Cities,49038,42704
42520,Quirindi High School,Quirindi,NSW,2343,Secondary,Gov,Open,Outer Regional,42520,46410
42498,Quirindi Public School,Quirindi,NSW,2343,Primary,Gov,Open,Outer Regional,42498,49364
49476,Quorn Area School,Quorn,SA,5433,Combined,Gov,Open,Outer Regional,49476,46092
46972,Raceview State School,Raceview,QLD,4305,Primary,Gov,Open,Major Cities,46972,51759
49996,Radford College,Bruce,ACT,2617,Combined,Non-Gov,Open,Major Cities,49996,42914
50702,Radiant Life College,East Innisfail,QLD,4860,Combined,Non-Gov,Open,Outer Regional,50702,70133
43032,Raglan Public School,Raglan,NSW,2795,Primary,Gov,Open,Inner Regional,43032,50986
47173,Railway Estate State School,Railway Estate,QLD,4810,Primary,Gov,Open,Outer Regional,47173,53008
43077,Railway Town Public School,Broken Hill,NSW,2880,Primary,Gov,Open,Outer Regional,43077,51114
47365,Rainbow Beach State School,Rainbow Beach,QLD,4581,Primary,Gov,Open,Inner Regional,47365,52464
51482,Rainbow P-12 College,Rainbow,VIC,3424,Combined,Gov,Open,Remote,51482,70275
43810,Rainbow Ridge School for Steiner Education,Lillian Rock,NSW,2480,Combined,Non-Gov,Open,Inner Regional,43810,53375
41046,Rainbow Street Public School,Randwick,NSW,2031,Primary,Gov,Open,Major Cities,41046,56263
47161,Rainworth State School,Bardon,QLD,4065,Primary,Gov,Open,Major Cities,47161,51201
42278,Raleigh Public School,Raleigh,NSW,2454,Primary,Gov,Open,Outer Regional,42278,49677
49288,Ramco Primary School,Ramco,SA,5322,Primary,Gov,Open,Outer Regional,49288,47330
50065,Ramingining School,Ramingining,NT,822,Combined,Gov,Open,Very Remote,50065,47963
52919,Ramlegh Park Primary School,Clyde North,VIC,3978,Primary,Gov,Open,Major Cities,52919,87649
46415,Ramsay State School,Ramsay,QLD,4358,Primary,Gov,Open,Inner Regional,46415,51957
41070,Ramsgate Public School,Ramsgate,NSW,2217,Primary,Gov,Open,Major Cities,41070,48627
42617,Rand Public School,Rand,NSW,2642,Primary,Gov,Open,Outer Regional,42617,50456
41154,Randwick Boys High School,Randwick,NSW,2031,Secondary,Gov,Open,Major Cities,41154,46463
41155,Randwick Girls High School,Randwick,NSW,2031,Secondary,Gov,Open,Major Cities,41155,46464
41096,Randwick Public School,Randwick,NSW,2031,Primary,Gov,Open,Major Cities,41096,45315
48745,Ranford Primary School,Canning Vale,WA,6155,Primary,Gov,Open,Major Cities,48745,56077
45168,Ranfurly Primary School,Mildura,VIC,3502,Primary,Gov,Open,Outer Regional,45168,54774
45100,Rangebank Primary School,Cranbourne,VIC,3977,Primary,Gov,Open,Major Cities,45100,52231
45221,Rangeview Primary School,Mitcham,VIC,3132,Primary,Gov,Open,Major Cities,45221,55518
47051,Rangeville State School,Rangeville,QLD,4350,Primary,Gov,Open,Inner Regional,47051,51926
48491,Rangeway Primary School,Rangeway,WA,6530,Primary,Gov,Open,Outer Regional,48491,52658
42618,Rankins Springs Public School,Rankins Springs,NSW,2669,Primary,Gov,Open,Outer Regional,42618,50531
49388,Rapid Bay Primary School,Rapid Bay,SA,5204,Primary,Gov,Open,Inner Regional,49388,47232
52287,Rapids Landing Primary School,Margaret River,WA,6285,Primary,Gov,Open,Inner Regional,52287,84847
42279,Rappville Public School,Rappville,NSW,2469,Primary,Gov,Open,Outer Regional,42279,49742
47293,Rasmussen State School,Rasmussen,QLD,4815,Primary,Gov,Open,Outer Regional,47293,53029
47109,Rathdowney State School,Rathdowney,QLD,4287,Primary,Gov,Open,Inner Regional,47109,51658
41905,Rathmines Public School,Rathmines,NSW,2283,Primary,Gov,Open,Major Cities,41905,48976
49494,Raukkan Aboriginal School,Raukkan,SA,5259,Primary,Gov,Open,Outer Regional,49494,46111
47103,Ravenshoe State School,Ravenshoe,QLD,4888,Combined,Gov,Open,Outer Regional,47103,
50531,Ravenshoe State School - Junior Campus,Ravenshoe,QLD,4888,Primary,Gov,Open,Outer Regional,47103,86235
50532,Ravenshoe State School - Senior Campus,Ravenshoe,QLD,4888,Secondary,Gov,Open,Outer Regional,47103,46559
48195,Ravensthorpe District High School,Ravensthorpe,WA,6346,Combined,Gov,Open,Very Remote,48195,52551
40048,Ravenswood Heights Primary School,Ravenswood,TAS,7250,Primary,Gov,Open,Inner Regional,40048,46596
43939,Ravenswood School for Girls,Gordon,NSW,2072,Combined,Non-Gov,Open,Major Cities,43939,41531
52055,"Ravenswood School for Girls, Boarding House",Gordon,NSW,2072,Combined,Non-Gov,Open,Major Cities,43939,
46504,Ravenswood State School,Ravenswood,QLD,4816,Primary,Gov,Open,Remote,46504,53043
49070,Rawa Community School,Via Newman,WA,6753,Combined,Non-Gov,Open,Very Remote,49070,44264
40911,Rawa Community School - Kunawarritji Campus,Newman,WA,6753,Combined,Non-Gov,Open,Very Remote,49070,77361
48738,Rawlinson Primary School,Marangaroo,WA,6064,Primary,Gov,Open,Major Cities,48738,58050
45192,Rawson Primary School,Rawson,VIC,3825,Primary,Gov,Open,Inner Regional,45192,56416
41958,Raymond Terrace Public School,Raymond Terrace,NSW,2324,Primary,Gov,Open,Major Cities,41958,49203
44361,Raywood Primary School,Raywood,VIC,3570,Primary,Gov,Open,Inner Regional,44361,51390
43691,Red Bend Catholic College,Forbes,NSW,2871,Secondary,Non-Gov,Open,Outer Regional,43691,56715
44709,Red Cliffs East Primary School,Red Cliffs,VIC,3496,Primary,Gov,Open,Outer Regional,44709,50906
44699,Red Cliffs Primary School,Red Cliffs,VIC,3496,Primary,Gov,Open,Outer Regional,44699,50908
45458,Red Cliffs Secondary College,Red Cliffs,VIC,3496,Secondary,Gov,Open,Outer Regional,45458,50907
52188,Red Cliffs Secondary College-FLO Connect Campus,Mildura,VIC,3500,Secondary,Gov,Open,Outer Regional,45458,
45315,Red Hill Consolidated School,Red Hill,VIC,3937,Primary,Gov,Open,Inner Regional,45315,54904
40741,Red Hill Environmental Education Centre,Gulgong,NSW,2852,Special,Gov,Open,Outer Regional,40741,63688
49926,Red Hill Primary School,Red Hill,ACT,2603,Primary,Gov,Open,Major Cities,49926,50338
42674,Red Hill Public School,Wagga Wagga,NSW,2650,Primary,Gov,Open,Inner Regional,42674,50488
47618,Red Hill Special School,Red Hill,QLD,4059,Special,Gov,Open,Major Cities,47618,57468
52652,Red Hill Special School - Ithaca Campus,Red Hill,QLD,4059,Special,Gov,Open,Major Cities,47618,86237
42469,Red Range Public School,Red Range,NSW,2370,Primary,Gov,Open,Outer Regional,42469,49422
46342,Red Rock Christian College,Sunbury,VIC,3429,Combined,Non-Gov,Open,Inner Regional,46342,55299
47552,Redbank Plains State High School,Redbank Plains,QLD,4301,Secondary,Gov,Open,Major Cities,47552,55070
46469,Redbank Plains State School,Redbank Plains,QLD,4301,Primary,Gov,Open,Major Cities,46469,51668
41792,Redbank School,Westmead,NSW,2145,Special,Gov,Open,Major Cities,41792,56312
46864,Redbank State School,Redbank,QLD,4301,Primary,Gov,Open,Major Cities,46864,51669
48492,Redcliffe Primary School,Redcliffe,WA,6104,Primary,Gov,Open,Major Cities,48492,49870
47586,Redcliffe Special School,Redcliffe,QLD,4020,Special,Gov,Open,Major Cities,47586,57470
47439,Redcliffe State High School,Redcliffe,QLD,4020,Secondary,Gov,Open,Major Cities,47439,51155
40921,Reddam House,Woollahra,NSW,2025,Combined,Non-Gov,Open,Major Cities,40921,
43825,"Reddam House, Bondi Campus",North Bondi,NSW,2026,Secondary,Non-Gov,Open,Major Cities,40921,
43854,Redeemer Baptist School,North Parramatta,NSW,2151,Combined,Non-Gov,Open,Major Cities,43854,44261
50713,"Redeemer Baptist School, Castle Hill campus",Castle Hill,NSW,2154,Secondary,Non-Gov,Open,Major Cities,43854,77233
48084,Redeemer Lutheran College,Rochedale,QLD,4123,Combined,Non-Gov,Open,Major Cities,48084,54270
48075,"Redeemer Lutheran College, Biloela",Biloela,QLD,4715,Combined,Non-Gov,Open,Outer Regional,48075,54252
49868,Redeemer Lutheran School,Nuriootpa,SA,5355,Primary,Non-Gov,Open,Inner Regional,49868,40266
44482,Redesdale Mia Mia Primary School,Redesdale,VIC,3444,Primary,Gov,Open,Inner Regional,44482,50807
50600,Redfern Jarjum College,Redfern,NSW,2016,Special,Non-Gov,Open,Major Cities,50600,68908
