ACARA_ID,School_Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent_School ID,AGE_ID
48096,A B Paterson College,Arundel,QLD,4214,Combined,Non-Gov,Open,Major Cities,48096,53495
44003,A.G.B.U. Alexander Primary School,Duffys Forest,NSW,2084,Primary,Non-Gov,Open,Major Cities,44003,53399
44370,Abbotsford Primary School,Abbotsford,VIC,3067,Primary,Gov,Open,Major Cities,44370,48050
40987,Abbotsford Public School,Abbotsford,NSW,2046,Primary,Gov,Open,Major Cities,40987,44402
43762,Abbotsleigh,Wahroonga,NSW,2076,Combined,Non-Gov,Open,Major Cities,43762,41302
52056,Abbotsleigh Junior School,Wahroonga,NSW,2076,Primary,Non-Gov,Open,Major Cities,43762,
46801,Abercorn State School,Abercorn,QLD,4627,Primary,Gov,Open,Outer Regional,46801,52692
41852,Aberdeen Public School,Aberdeen,NSW,2336,Primary,Gov,Open,Inner Regional,41852,49333
44727,Aberfeldie Primary School,Essendon,VIC,3040,Primary,Gov,Open,Major Cities,44727,44744
49360,Aberfoyle Hub Primary School,Aberfoyle Park,SA,5159,Primary,Gov,Open,Major Cities,49360,62782
49663,Aberfoyle Park High School,Aberfoyle Park,SA,5159,Secondary,Gov,Open,Major Cities,49663,57389
47089,Abergowrie State School,Abergowrie,QLD,4850,Primary,Gov,Open,Remote,47089,53072
41853,Abermain Public School,Abermain,NSW,2326,Primary,Gov,Open,Major Cities,41853,49299
48059,Aboriginal & Islander Independent Community School,Acacia Ridge,QLD,4110,Combined,Non-Gov,Open,Major Cities,48059,45894
50072,Acacia Hill School,Sadadeen,NT,871,Special,Gov,Open,Remote,50072,56524
46412,Acacia Ridge State School,Acacia Ridge,QLD,4110,Primary,Gov,Open,Major Cities,46412,51264
45704,Academy of Mary Immaculate,Fitzroy,VIC,3065,Secondary,Non-Gov,Open,Major Cities,45704,40739
48264,Adam Road Primary School,South Bunbury,WA,6230,Primary,Gov,Open,Inner Regional,48264,52443
42715,Adaminaby Public School,Adaminaby,NSW,2629,Primary,Gov,Open,Outer Regional,42715,50425
41854,Adamstown Public School,Adamstown,NSW,2289,Primary,Gov,Open,Major Cities,41854,49043
46213,Adass Israel School,Elsternwick,VIC,3185,Combined,Non-Gov,Open,Major Cities,46213,40740
52146,Adass Israel School - Glen Eira Road Campus,Elsternwick,VIC,3185,Combined,Non-Gov,Open,Major Cities,46213,
46214,Adass Israel School - Orrong Road Campus,Elsternwick,VIC,3185,Combined,Non-Gov,Open,Major Cities,46213,77561
52576,Adelaide Botanic High School,Adelaide,SA,5000,Secondary,Gov,Open,Major Cities,52576,86089
49559,Adelaide East Education Centre,Campbelltown,SA,5074,Special,Gov,Open,Major Cities,49559,56481
49453,Adelaide High School,Adelaide,SA,5000,Secondary,Gov,Open,Major Cities,49453,46053
52254,Adelaide International School,Adelaide,SA,5000,Secondary,Non-Gov,Open,Major Cities,52254,
49340,Adelaide North Special School,Munno Para West,SA,5115,Special,Gov,Open,Major Cities,49340,54717
50073,Adelaide River School,Adelaide River,NT,846,Combined,Gov,Open,Remote,50073,47937
49664,Adelaide Secondary School of English,West Croydon,SA,5008,Secondary,Gov,Open,Major Cities,49664,56470
49643,Adelaide West Special Education Centre,Taperoo,SA,5017,Special,Gov,Open,Major Cities,49643,69047
42530,Adelong Public School,Adelong,NSW,2729,Primary,Gov,Open,Inner Regional,42530,50667
52378,Advance College of Education Incorporated,Rosebud West,VIC,3940,Special,Non-Gov,Open,Major Cities,52378,70348
52379,Advance College of Education Incorporated - Hastings Hub,Hastings,VIC,3915,Special,Non-Gov,Open,Major Cities,52378,77721
52430,Advance College of Education Incorporated - Mornington Campus,Mornington,VIC,3931,Special,Non-Gov,Open,Major Cities,52378,80102
43780,Aetaomah School,Terragon,NSW,2484,Combined,Non-Gov,Open,Inner Regional,43780,55898
42326,Afterlee Public School,Afterlee,NSW,2474,Primary,Gov,Open,Inner Regional,42326,49750
47391,Agnes Water State School,Agnes Water,QLD,4677,Primary,Gov,Open,Outer Regional,47391,54448
44886,Ainslie Parklands Primary School,Croydon,VIC,3136,Primary,Gov,Open,Major Cities,44886,48451
49910,Ainslie School,Braddon,ACT,2612,Primary,Gov,Open,Major Cities,49910,44753
52936,Aintree Primary School,Aintree,VIC,3336,Primary,Gov,Open,Major Cities,52936,87627
49549,Airdale Primary School,Port Pirie,SA,5540,Primary,Gov,Open,Outer Regional,49549,47431
41594,Airds High School,Campbelltown,NSW,2560,Secondary,Gov,Open,Major Cities,41594,46504
52492,Aireys Inlet Primary School,Aireys Inlet,VIC,3231,Primary,Gov,Open,Inner Regional,52492,24997
44716,Airly Primary School,Airly,VIC,3851,Primary,Gov,Open,Inner Regional,44716,52022
46805,Airville State School,Airville,QLD,4807,Primary,Gov,Open,Outer Regional,46805,52995
46353,Aitken College,Greenvale,VIC,3059,Combined,Non-Gov,Open,Major Cities,46353,56324
50266,Aitken Creek Primary School,Craigieburn,VIC,3064,Primary,Gov,Open,Major Cities,50266,68550
52696,Aitken Hill Primary School,Craigieburn,VIC,3064,Primary,Gov,Open,Major Cities,52696,86085
46899,Aitkenvale State School,Aitkenvale,QLD,4814,Primary,Gov,Open,Outer Regional,46899,53020
41548,Ajuga School,Glenfield,NSW,2167,Special,Gov,Open,Major Cities,41548,56152
43919,Al Amanah College,Liverpool,NSW,2170,Combined,Non-Gov,Open,Major Cities,43919,77397
43852,"Al Amanah College, Bankstown campus",Bankstown,NSW,2200,Primary,Non-Gov,Open,Major Cities,43919,55684
50603,Al Hikma College,Lakemba,NSW,2195,Primary,Non-Gov,Open,Major Cities,50603,69666
52380,Al Iman College,Melton South,VIC,3338,Combined,Non-Gov,Open,Major Cities,52380,70322
43958,Al Noori Muslim School,Greenacre,NSW,2190,Primary,Non-Gov,Open,Major Cities,43958,53329
40979,Al Noori Muslim School - Senior Campus,Greenacre,NSW,2190,Secondary,Non-Gov,Open,Major Cities,43958,77580
43741,Al Sadiq College,Greenacre,NSW,2190,Combined,Non-Gov,Open,Major Cities,43741,58093
40720,Al Sadiq College Yagoona Campus,Yagoona,NSW,2199,Primary,Non-Gov,Open,Major Cities,43741,77542
46390,Al Siraat College,Epping,VIC,3076,Combined,Non-Gov,Open,Major Cities,46390,68556
43946,Al Zahra College,Arncliffe,NSW,2205,Combined,Non-Gov,Open,Major Cities,43946,54651
50567,Alamanda K-9 College,Point Cook,VIC,3030,Combined,Gov,Open,Major Cities,50567,69975
49138,Al-Ameen College,Langford,WA,6147,Combined,Non-Gov,Open,Major Cities,49138,58091
50010,Alawa Primary School,Alawa,NT,810,Primary,Gov,Open,Outer Regional,50010,47967
45065,Albanvale Primary School,Albanvale,VIC,3021,Primary,Gov,Open,Major Cities,45065,47558
47534,Albany Creek State High School,Albany Creek,QLD,4035,Secondary,Gov,Open,Major Cities,47534,51169
46546,Albany Creek State School,Albany Creek,QLD,4035,Primary,Gov,Open,Major Cities,46546,51170
47310,Albany Hills State School,Albany Creek,QLD,4035,Primary,Gov,Open,Major Cities,47310,51171
48265,Albany Primary School,Albany,WA,6330,Primary,Gov,Open,Outer Regional,48265,52534
45217,Albany Rise Primary School,Mulgrave,VIC,3170,Primary,Gov,Open,Major Cities,45217,49086
48851,Albany Secondary Education Support Centre,Albany,WA,6330,Special,Gov,Open,Outer Regional,48851,57391
48116,Albany Senior High School,Albany,WA,6330,Secondary,Gov,Open,Outer Regional,48116,52535
50267,Albert Park College,Albert Park,VIC,3206,Secondary,Gov,Open,Major Cities,50267,69044
52157,Albert Park College-Environmental Arts Hub,Albert Park,VIC,3207,Secondary,Gov,Open,Major Cities,50267,30353
40769,Albert Park Flexible Learning Centre,Milton,QLD,4064,Special,Non-Gov,Open,Major Cities,40769,65123
44224,Albert Park Primary School,Albert Park,VIC,3206,Primary,Gov,Open,Major Cities,44224,56670
42339,Albert Park Public School,East Lismore,NSW,2480,Primary,Gov,Open,Inner Regional,42339,49776
46424,Albert State School,Maryborough,QLD,4650,Primary,Gov,Open,Inner Regional,46424,52699
49198,Alberton Primary School,Queenstown,SA,5014,Primary,Gov,Open,Major Cities,49198,46905
44030,Alberton Primary School,Alberton,VIC,3971,Primary,Gov,Open,Inner Regional,44030,52213
44875,Albion North Primary School,Sunshine North,VIC,3020,Primary,Gov,Open,Major Cities,44875,47548
42936,Albion Park High School,Albion Park,NSW,2527,Secondary,Gov,Open,Major Cities,42936,54950
42716,Albion Park Public School,Albion Park,NSW,2527,Primary,Gov,Open,Major Cities,42716,50020
42861,Albion Park Rail Public School,Albion Park,NSW,2527,Primary,Gov,Open,Major Cities,42861,50021
44732,Albion Primary School,Albion,VIC,3020,Primary,Gov,Open,Major Cities,44732,47549
40100,Albuera Street Primary School,Battery Point,TAS,7004,Primary,Gov,Open,Inner Regional,40100,48051
42689,Albury High School,Albury,NSW,2640,Secondary,Gov,Open,Inner Regional,42689,50438
42654,Albury North Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42654,50440
42531,Albury Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42531,50441
42532,Albury West Public School,Albury,NSW,2640,Primary,Gov,Open,Inner Regional,42532,50442
50074,Alcoota School,Engawala,NT,872,Combined,Gov,Open,Very Remote,50074,56525
42356,Aldavilla Public School,Yarravel,NSW,2440,Primary,Gov,Open,Inner Regional,42356,56175
44987,Aldercourt Primary School,Frankston North,VIC,3200,Primary,Gov,Open,Major Cities,44987,49446
49204,Aldgate Primary School,Aldgate,SA,5154,Primary,Gov,Open,Major Cities,49204,47178
49212,Aldinga Beach Primary School,Aldinga,SA,5173,Primary,Gov,Open,Major Cities,49212,47131
53035,Aldinga Payinthi College,Aldinga,SA,5173,Combined,Gov,Open,Major Cities,53035,87611
47419,Aldridge State High School,Maryborough,QLD,4650,Secondary,Gov,Open,Inner Regional,47419,46589
50054,Alekarenge School,Ali Curung,NT,872,Combined,Gov,Open,Very Remote,50054,47898
40724,Alesco Senior College,Cooks Hill,NSW,2300,Special,Non-Gov,Open,Major Cities,40724,58110
52072,Alesco Senior College - Cessnock Campus,Cessnock,NSW,2325,Special,Non-Gov,Open,Inner Regional,40724,86389
53001,Alesco Senior College - Charlestown Campus,Charlestown,NSW,2290,Special,Non-Gov,Open,Major Cities,40724,87662
52306,Alesco Senior College - Coast Campus,Tuncurry,NSW,2428,Special,Non-Gov,Open,Inner Regional,40724,77702
52891,Alesco Senior College - Northlakes Campus,Argenton,NSW,2284,Special,Non-Gov,Open,Major Cities,40724,87663
52612,Alesco Senior College - Tomaree Campus,Nelson Bay,NSW,2315,Special,Non-Gov,Open,Inner Regional,40724,86562
52307,"Alesco Senior College, Raymond Terrace Campus",Raymond Terrace,NSW,2324,Special,Non-Gov,Open,Major Cities,40724,77701
47373,Alexandra Bay State School,Diwan,QLD,4873,Primary,Gov,Open,Remote,47373,54473
47553,Alexandra Hills State High School,Alexandra Hills,QLD,4161,Secondary,Gov,Open,Major Cities,47553,55033
53127,Alexandra Hills TAFE Senior Studies Program,Alexandra Hills,QLD,4157,Secondary,Gov,Open,Major Cities,47553,
46686,Alexandra Hills State School,Alexandra Hills,QLD,4161,Primary,Gov,Open,Major Cities,46686,51346
44166,Alexandra Primary School,Alexandra,VIC,3714,Primary,Gov,Open,Inner Regional,44166,51685
45349,Alexandra Secondary College,Alexandra,VIC,3714,Secondary,Gov,Open,Inner Regional,45349,51684
41184,Alexandria Park Community School,Alexandria,NSW,2015,Combined,Gov,Open,Major Cities,41184,46425
43952,Al-Faisal College,Auburn,NSW,2144,Combined,Non-Gov,Open,Major Cities,43952,55403
53107,Al-Faisal College - Lakemba,Lakemba,NSW,2195,Primary,Non-Gov,Open,Major Cities,43952,
50593,Al-Faisal College - Campbelltown,Minto,NSW,2566,Combined,Non-Gov,Open,Major Cities,50593,70306
51520,Al-Faisal College - Liverpool,Austral,NSW,2179,Combined,Non-Gov,Open,Major Cities,51520,70305
41115,Alfords Point Public School,Alfords Point,NSW,2234,Primary,Gov,Open,Major Cities,41115,56155
49911,Alfred Deakin High School,Deakin,ACT,2600,Secondary,Gov,Open,Major Cities,49911,50303
44196,Alfredton Primary School,Alfredton,VIC,3350,Primary,Gov,Open,Inner Regional,44196,50116
47289,Algester State School,Algester,QLD,4115,Primary,Gov,Open,Major Cities,47289,51276
49106,Al-Hidayah Islamic School,Bentley,WA,6102,Primary,Non-Gov,Open,Major Cities,49106,54323
46354,Alia College,Hawthorn East,VIC,3123,Secondary,Non-Gov,Open,Major Cities,46354,56610
52381,Alice Miller School,Macedon,VIC,3440,Combined,Non-Gov,Open,Inner Regional,52381,70324
46379,Alice Miller School - Candlebark Campus,Romsey,VIC,3434,Combined,Non-Gov,Open,Inner Regional,52381,77712
50008,Alice Springs School Of The Air,Alice Springs,NT,870,Combined,Gov,Open,Remote,50008,47879
52942,Alice Springs School Of The Air - Corella Creek Campus,Corella Creek,NT,860,Combined,Gov,Open,Very Remote,50008,
50157,Alice Springs Steiner School,Ross,NT,873,Combined,Non-Gov,Open,Remote,50157,55415
48691,Alinjarra Primary School,Alexander Heights,WA,6064,Primary,Gov,Open,Major Cities,48691,54933
50319,Alkimos Baptist College,Merriwa,WA,6030,Combined,Non-Gov,Open,Major Cities,50319,69059
52262,Alkimos Beach Primary School,Alkimos,WA,6038,Primary,Gov,Open,Major Cities,52262,84839
52490,Alkimos College,Alkimos,WA,6038,Secondary,Gov,Open,Major Cities,52490,86441
52261,Alkimos Primary School,Alkimos,WA,6038,Primary,Gov,Open,Major Cities,52261,70344
45604,Alkira Secondary College,Cranbourne North,VIC,3977,Secondary,Gov,Open,Major Cities,45604,68854
43567,All Hallows Catholic Primary School,Gulgong,NSW,2852,Primary,Non-Gov,Open,Outer Regional,43567,41305
43404,All Hallows Catholic Primary School,Five Dock,NSW,2046,Primary,Non-Gov,Open,Major Cities,43404,41306
47882,All Hallows' School,Brisbane,QLD,4000,Combined,Non-Gov,Open,Major Cities,47882,57217
48002,All Saints Anglican School,Merrimac,QLD,4226,Combined,Non-Gov,Open,Major Cities,48002,45512
43422,All Saints Catholic College,Liverpool,NSW,2170,Combined,Non-Gov,Open,Major Cities,43422,41831
52877,"All Saints Catholic College, Casula Campus",Casula,NSW,2170,Secondary,Non-Gov,Open,Major Cities,43422,46733
49784,All Saints Catholic Primary School,Seaford,SA,5169,Primary,Non-Gov,Open,Major Cities,49784,54129
40618,All Saints College,Maitland,NSW,2320,Secondary,Non-Gov,Open,Major Cities,40618,53863
43318,All Saints College (St Peter's),Maitland,NSW,2320,Secondary,Non-Gov,Open,Major Cities,40618,77181
49049,All Saints' College,Bull Creek,WA,6149,Combined,Non-Gov,Open,Major Cities,49049,42755
53119,All Saints' College - Adelaide Street Campus,Fremantle,WA,6160,Secondary,Non-Gov,Open,Major Cities,49049,
53118,All Saints' College - Parry Street Campus,Fremantle,WA,6160,Secondary,Non-Gov,Open,Major Cities,49049,
40892,All Saints Grammar,Belmore,NSW,2192,Secondary,Non-Gov,Open,Major Cities,40892,77271
43959,All Saints Grammar Junior School,Belmore,NSW,2192,Primary,Non-Gov,Open,Major Cities,40892,53416
45736,All Saints Parish School,Portland,VIC,3305,Primary,Non-Gov,Open,Outer Regional,45736,57978
47925,All Saints Primary School,Albany Creek,QLD,4035,Primary,Non-Gov,Open,Major Cities,47925,45610
43616,All Saints Primary School,Tumbarumba,NSW,2653,Primary,Non-Gov,Open,Outer Regional,43616,41309
47743,All Saints' School,Boonah,QLD,4310,Primary,Non-Gov,Open,Inner Regional,47743,40409
48001,All Souls St Gabriels School,Charters Towers,QLD,4820,Combined,Non-Gov,Open,Outer Regional,48001,56723
41281,Allambie Heights Public School,Allambie Heights,NSW,2100,Primary,Gov,Open,Major Cities,41281,47706
44031,Allansford and District Primary School,Allansford,VIC,3277,Primary,Gov,Open,Inner Regional,44031,49862
48266,Allanson Primary School,Allanson,WA,6225,Primary,Gov,Open,Inner Regional,48266,52436
52437,Allegra School Coffs Harbour,Coffs Harbour,NSW,2450,Special,Non-Gov,Open,Inner Regional,52437,80024
49337,Allenby Gardens Primary School,Allenby Gardens,SA,5009,Primary,Gov,Open,Major Cities,49337,46894
49436,Allendale East Area School,Allendale East,SA,5291,Combined,Gov,Open,Outer Regional,49436,47315
48267,Allendale Primary School,Geraldton,WA,6530,Primary,Gov,Open,Outer Regional,48267,52651
46516,Allenstown State School,Allenstown,QLD,4700,Primary,Gov,Open,Inner Regional,46516,52833
46886,Alligator Creek State School,Alligator Creek,QLD,4740,Primary,Gov,Open,Outer Regional,46886,52930
46396,Allora P-10 State School,Allora,QLD,4362,Combined,Gov,Open,Inner Regional,46396,51964
46698,Alloway State School,Alloway,QLD,4670,Primary,Gov,Open,Inner Regional,46698,52759
42940,Alma Public School,Broken Hill,NSW,2880,Primary,Gov,Open,Outer Regional,42940,51109
46923,Aloomba State School,Aloomba,QLD,4871,Primary,Gov,Open,Outer Regional,46923,53117
50380,Alpha Omega Senior College,Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,50380,69088
52618,"Alpha Omega Senior College, Queen Street Campus",Auburn,NSW,2144,Secondary,Non-Gov,Open,Major Cities,50380,85529
46757,Alpha State School,Alpha,QLD,4724,Combined,Gov,Open,Very Remote,46757,52915
46316,Alphington Grammar School,Alphington,VIC,3078,Combined,Non-Gov,Open,Major Cities,46316,53338
44625,Alphington Primary School,Alphington,VIC,3078,Primary,Gov,Open,Major Cities,44625,48100
50075,Alpurrurulam School,Alpurrurulam,NT,4825,Combined,Gov,Open,Very Remote,50075,56527
42405,Alstonville High School,Alstonville,NSW,2477,Secondary,Gov,Open,Inner Regional,42405,54740
42138,Alstonville Public School,Alstonville,NSW,2477,Primary,Gov,Open,Inner Regional,42138,49761
51521,Alta-1 College,Caboolture,QLD,4510,Secondary,Non-Gov,Open,Major Cities,51521,70253
52911,Alta-1 College - Sub Campus,Caboolture,QLD,4510,Secondary,Non-Gov,Open,Major Cities,51521,
40967,Alta-1 College - Joondalup Campus,Joondalup,WA,6027,Special,Non-Gov,Open,Major Cities,40967,77562
52749,Alta-1 College - Albany Marine VET Campus,Albany,WA,6330,Special,Non-Gov,Open,Outer Regional,40967,85485
50607,Alta-1 College - Albany Middle School,Albany,WA,6331,Special,Non-Gov,Open,Outer Regional,40967,77618
50599,Alta-1 College - Albany Senior School,Albany,WA,6330,Special,Non-Gov,Open,Outer Regional,40967,77655
50598,Alta-1 College - Belmont Campus,Belmont,WA,6104,Special,Non-Gov,Open,Major Cities,40967,77654
52751,Alta-1 College - Bessemer Road Campus,Port Kennedy,WA,6172,Special,Non-Gov,Open,Major Cities,40967,85973
53095,Alta-1 College - Camillo,Camillo,WA,6111,Special,Non-Gov,Open,Major Cities,40967,
52752,Alta-1 College - Collingwood Heights Campus,Collingwood Heights,WA,6330,Special,Non-Gov,Open,Outer Regional,40967,
50597,Alta-1 College - Como Campus,Como,WA,6152,Special,Non-Gov,Open,Major Cities,40967,77653
51523,Alta-1 College - ConnectEd Campus,Wangara,WA,6065,Special,Non-Gov,Open,Major Cities,40967,77688
52484,Alta-1 College - Cooper Road Campus,Cockburn Central,WA,6164,Special,Non-Gov,Open,Major Cities,40967,85156
52487,Alta-1 College - Ellenbrook Campus,Ellenbrook,WA,6069,Special,Non-Gov,Open,Major Cities,40967,85155
51524,Alta-1 College - Girls' Campus Joondalup,Joondalup,WA,6027,Special,Non-Gov,Open,Major Cities,40967,77687
52485,Alta-1 College - Hammond Road Campus,Cockburn Central,WA,6164,Special,Non-Gov,Open,Major Cities,40967,85154
40952,Alta-1 College - Huntingdale Campus,Huntingdale,WA,6110,Special,Non-Gov,Open,Major Cities,40967,
52925,Alta-1 College - Katanning Campus,Katanning,WA,6317,Special,Non-Gov,Open,Outer Regional,40967,87709
40951,Alta-1 College - Malaga Campus,Malaga,WA,6090,Special,Non-Gov,Open,Major Cities,40967,77535
51528,Alta-1 College - Merriwa Campus,Merriwa,WA,6030,Special,Non-Gov,Open,Major Cities,40967,77686
53145,Alta-1 College - Middle Swan campus,Middle Swan,WA,6056,Special,Non-Gov,Open,Major Cities,40967,
40978,Alta-1 College - Mullaloo Campus,Mullaloo,WA,6027,Special,Non-Gov,Open,Major Cities,40967,77579
52750,Alta-1 College - Stockton Road Campus,Port Kennedy,WA,6172,Special,Non-Gov,Open,Major Cities,40967,85976
52836,Alta-1 College - Winton Road Joondalup Campus,Joondalup,WA,6027,Special,Non-Gov,Open,Major Cities,40967,86704
53030,Alta-1 Kimberley College,Kununurra,WA,6743,Special,Non-Gov,Open,Very Remote,53030,85486
46309,Al-Taqwa College,Hoppers Crossing,VIC,3029,Combined,Non-Gov,Open,Major Cities,46309,45556
52102,Al-Taqwa College - Olive Branch Annexe,Hoppers Crossing,VIC,3029,Combined,Non-Gov,Open,Major Cities,46309,
45587,Altona College,Altona,VIC,3018,Combined,Gov,Open,Major Cities,45587,47543
45141,Altona Green Primary School,Altona Meadows,VIC,3028,Primary,Gov,Open,Major Cities,45141,55020
45061,Altona Meadows Primary School,Altona Meadows,VIC,3028,Primary,Gov,Open,Major Cities,45061,47647
44919,Altona North Primary School,Altona North,VIC,3025,Primary,Gov,Open,Major Cities,44919,47582
44671,Altona Primary School,Altona,VIC,3018,Primary,Gov,Open,Major Cities,44671,45156
45291,Alvie Primary School,Alvie,VIC,3249,Primary,Gov,Open,Inner Regional,45291,49689
50051,Alyangula Area School,Alyangula,NT,885,Combined,Gov,Open,Very Remote,50051,47992
50124,Alyarrmandumanja Umbakumba School,Umbakumba,NT,822,Combined,Gov,Open,Very Remote,50124,47965
47237,Amamoor State School,Amamoor,QLD,4570,Primary,Gov,Open,Inner Regional,47237,52351
50138,Amanbidji School,Timber Creek,NT,852,Combined,Gov,Open,Very Remote,50138,47922
48268,Amaroo Primary School,Collie,WA,6225,Primary,Gov,Open,Inner Regional,48268,52437
49882,Amaroo School,Amaroo,ACT,2914,Combined,Gov,Open,Major Cities,49882,57809
49561,Amata Anangu School,Amata,SA,5710,Combined,Gov,Open,Very Remote,49561,47515
41607,Ambarvale High School,Rosemeadow,NSW,2560,Secondary,Gov,Open,Major Cities,41607,54941
41498,Ambarvale Public School,Ambarvale,NSW,2560,Primary,Gov,Open,Major Cities,41498,50196
46485,Amberley District State School,Yamanto,QLD,4305,Primary,Gov,Open,Major Cities,46485,51676
47134,Ambrose State School,Ambrose,QLD,4695,Primary,Gov,Open,Outer Regional,47134,52827
47720,Ambrose Treacy College,Indooroopilly,QLD,4068,Combined,Non-Gov,Open,Major Cities,47720,55656
47206,Amiens State School,Amiens,QLD,4380,Primary,Gov,Open,Outer Regional,47206,45142
44001,"Amity College, Prestons",Prestons,NSW,2170,Combined,Non-Gov,Open,Major Cities,44001,55309
44006,Amity College Auburn Campus,Auburn,NSW,2144,Primary,Non-Gov,Open,Major Cities,44001,77373
43925,Amity College Illawarra Campus,Shellharbour,NSW,2529,Combined,Non-Gov,Open,Major Cities,44001,77332
50076,Amoonguna School,Amoonguna,NT,873,Primary,Gov,Open,Remote,50076,47880
44330,Amphitheatre Primary School,Amphitheatre,VIC,3468,Primary,Gov,Open,Inner Regional,44330,50878
50077,Ampilatwatja School,Ampilatwatja,NT,872,Combined,Gov,Open,Very Remote,50077,47903
45218,Amsleigh Park Primary School,Oakleigh East,VIC,3166,Primary,Gov,Open,Major Cities,45218,56364
44376,Anakie Primary School,Anakie,VIC,3213,Primary,Gov,Open,Inner Regional,44376,49584
46730,Anakie State School,The Gemfields,QLD,4702,Primary,Gov,Open,Remote,46730,52857
40392,Andale School,Kew,VIC,3101,Special,Non-Gov,Open,Major Cities,40392,43054
49353,Andamooka Primary School,Andamooka,SA,5722,Primary,Gov,Open,Very Remote,49353,56469
47189,Andergrove State School,Andergrove,QLD,4740,Primary,Gov,Open,Inner Regional,47189,52931
45019,Andersons Creek Primary School,Warrandyte,VIC,3113,Primary,Gov,Open,Major Cities,45019,48262
50565,Andrews Creek Primary School,Wesley Vale,TAS,7307,Primary,Gov,Open,Outer Regional,50565,69970
49224,Angaston Primary School,Angaston,SA,5353,Primary,Gov,Open,Inner Regional,49224,47356
52446,Angelorum College,Fortitude Valley,QLD,4006,Combined,Non-Gov,Open,Major Cities,52446,80063
49232,Angle Vale Primary School,Angle Vale,SA,5117,Primary,Gov,Open,Major Cities,49232,47158
44744,Anglesea Primary School,Anglesea,VIC,3230,Primary,Gov,Open,Inner Regional,44744,49603
47996,Anglican Church Grammar School,East Brisbane,QLD,4169,Combined,Non-Gov,Open,Major Cities,47996,40430
50055,Angurugu School,Angurugu,NT,822,Combined,Gov,Open,Very Remote,50055,47949
41855,Anna Bay Public School,Anna Bay,NSW,2316,Primary,Gov,Open,Inner Regional,41855,49126
48048,Annandale Christian College,Annandale,QLD,4814,Combined,Non-Gov,Open,Outer Regional,48048,44007
40989,Annandale North Public School,Annandale,NSW,2038,Primary,Gov,Open,Major Cities,40989,44930
40988,Annandale Public School,Annandale,NSW,2038,Primary,Gov,Open,Major Cities,40988,45497
46702,Annandale State School,Annandale,QLD,4814,Primary,Gov,Open,Outer Regional,46702,56446
41247,Annangrove Public School,Annangrove,NSW,2156,Primary,Gov,Open,Major Cities,41247,47863
52265,Anne Hamersley Primary School,Ellenbrook,WA,6069,Primary,Gov,Open,Major Cities,52265,70341
49808,Annesley College,Wayville,SA,5034,Primary,Non-Gov,Open,Major Cities,49808,40280
45973,Annunciation School,Brooklyn,VIC,3012,Primary,Non-Gov,Open,Major Cities,45973,41278
43093,Anson Street School,Orange,NSW,2800,Special,Gov,Open,Inner Regional,43093,56157
46112,Antonine College,Pascoe Vale South,VIC,3044,Combined,Non-Gov,Open,Major Cities,46112,62824
46113,Antonine College - Cedar Campus,Coburg,VIC,3058,Combined,Non-Gov,Open,Major Cities,46112,77477
49781,Antonio Catholic School,Morphett Vale,SA,5162,Primary,Non-Gov,Open,Major Cities,49781,42602
44866,Antonio Park Primary School,Mitcham,VIC,3132,Primary,Gov,Open,Major Cities,44866,45444
50011,Anula Primary School,Anula,NT,812,Primary,Gov,Open,Outer Regional,50011,47981
52051,Anzac Park Public School,Cammeray,NSW,2062,Primary,Gov,Open,Major Cities,52051,70331
48561,Anzac Terrace Primary School,Bassendean,WA,6054,Primary,Gov,Open,Major Cities,48561,49023
45292,Apollo Bay P-12 College,Apollo Bay,VIC,3233,Combined,Gov,Open,Inner Regional,45292,49607
45068,Apollo Parkways Primary School,Greensborough,VIC,3088,Primary,Gov,Open,Major Cities,45068,48219
45085,Appin Park Primary School,Wangaratta,VIC,3676,Primary,Gov,Open,Inner Regional,45085,51569
41354,Appin Public School,Appin,NSW,2560,Primary,Gov,Open,Inner Regional,41354,50197
48270,Applecross Primary School,Applecross,WA,6153,Primary,Gov,Open,Major Cities,48270,52335
48117,Applecross Senior High School,Ardross,WA,6153,Secondary,Gov,Open,Major Cities,48117,52336
47095,Applethorpe State School,Applethorpe,QLD,4378,Primary,Gov,Open,Outer Regional,47095,44779
44230,Apsley Primary School,Apsley,VIC,3319,Primary,Gov,Open,Outer Regional,44230,50019
43492,Aquinas Catholic College,Menai,NSW,2234,Secondary,Non-Gov,Open,Major Cities,43492,53864
45947,Aquinas College,Ringwood,VIC,3134,Secondary,Non-Gov,Open,Major Cities,45947,40747
47860,Aquinas College,Ashmore,QLD,4214,Secondary,Non-Gov,Open,Major Cities,47860,40411
48916,Aquinas College,Salter Point,WA,6152,Combined,Non-Gov,Open,Major Cities,48916,55657
40343,Araluen Christian College,Alice Springs,NT,870,Combined,Non-Gov,Open,Remote,40343,55336
44974,Araluen Primary School,Sale,VIC,3850,Primary,Gov,Open,Inner Regional,44974,52024
46627,Aramac State School,Aramac,QLD,4726,Combined,Gov,Open,Very Remote,46627,52916
